,offers,yes_recall
0,0.3118152705208157,0.6513157894736842
1,0.3101297825720546,0.625
2,0.3217596494185066,0.6597014925373135
3,0.3234451373672678,0.6832844574780058
4,0.3175459295466037,0.6540880503144654
5,0.3155233440080903,0.6535211267605634
6,0.2942861958536996,0.6076696165191741
7,0.3207483566492499,0.6467236467236467
8,0.3258048204955334,0.6380368098159509
9,0.3102983313669307,0.6205787781350482
10,0.3177144783414798,0.625
11,0.3131636608798247,0.6426426426426426
12,0.3217596494185066,0.6597014925373135
13,0.3691218607786954,0.7151162790697675
14,0.3173773807517276,0.6745562130177515
15,0.3244564301365245,0.6737160120845922
16,0.3209169054441261,0.6424731182795699
17,0.3276588572391707,0.6319018404907976
18,0.329512893982808,0.621875
19,0.3259733692904096,0.6498599439775911
20,0.3236136861621439,0.6310975609756098
21,0.3052418675206472,0.5803571428571429
22,0.3258048204955334,0.625
23,0.312152368110568,0.5873493975903614
24,0.3143435024439575,0.661849710982659
25,0.3328838698803303,0.6676384839650146
26,0.3111410753413113,0.6246418338108882
27,0.3106354289566829,0.6205882352941177
28,0.3205798078543738,0.6647230320699709
29,0.3140064048542053,0.6029411764705882
30,0.3276588572391707,0.6352583586626139
31,0.3099612337771785,0.6388059701492538
32,0.3153547952132142,0.640117994100295
33,0.3276588572391707,0.6618075801749271
34,0.3644024945221641,0.7222222222222222
35,0.3305241867520647,0.6616314199395771
36,0.3644024945221641,0.7222222222222222
37,0.3278274060340468,0.6601123595505618
38,0.304904769930895,0.6736526946107785
39,0.3303556379571886,0.6389684813753582
40,0.3027136355975054,0.6133720930232558
41,0.3133322096747008,0.640117994100295
42,0.3337266138547109,0.7076923076923077
43,0.3055789651103994,0.6344410876132931
44,0.3217596494185066,0.6597014925373135
45,0.3644024945221641,0.7222222222222222
46,0.3340637114444632,0.6537313432835821
47,0.2942861958536996,0.6076696165191741
48,0.302039440418001,0.6064139941690962
49,0.3099612337771785,0.6347826086956522
50,0.3177144783414798,0.625
51,0.3328838698803303,0.6737400530503979
52,0.3258048204955334,0.6380368098159509
53,0.3097926849823024,0.659375
54,0.3403000168548795,0.6782608695652174
55,0.3310298331366931,0.6808510638297872
56,0.3264790156750379,0.6735294117647059
57,0.3263104668801618,0.6511627906976745
58,0.3151862464183381,0.6455331412103746
59,0.3133322096747008,0.640117994100295
60,0.3097926849823024,0.659375
61,0.3151862464183381,0.6455331412103746
62,0.3170402831619754,0.622356495468278
63,0.3239507837518962,0.6656891495601173
64,0.3155233440080903,0.6535211267605634
65,0.3153547952132142,0.640117994100295
66,0.3259733692904096,0.6498599439775911
67,0.3210854542390022,0.6432926829268293
68,0.3153547952132142,0.640117994100295
69,0.3239507837518962,0.6628571428571428
70,0.3209169054441261,0.6504065040650406
71,0.3263104668801618,0.6511627906976745
72,0.3236136861621439,0.6310975609756098
73,0.325130625316029,0.6708074534161491
74,0.3119838193156919,0.625
75,0.3052418675206472,0.6156351791530945
76,0.3226023933928872,0.6676923076923077
77,0.3163660879824709,0.6489675516224189
78,0.3305241867520647,0.6616314199395771
79,0.3013652452384965,0.622093023255814
80,0.3099612337771785,0.6388059701492538
81,0.3187257711107366,0.622093023255814
82,0.3217596494185066,0.6597014925373135
83,0.2998483060846115,0.5944272445820433
84,0.3153547952132142,0.640117994100295
85,0.3204112590594977,0.6749226006191951
86,0.2899039271869206,0.5905292479108635
87,0.302039440418001,0.6085790884718498
88,0.3116467217259396,0.6060606060606061
89,0.3153547952132142,0.640117994100295
90,0.3247935277262767,0.6017191977077364
91,0.3259733692904096,0.6498599439775911
92,0.3197370638799932,0.6529411764705882
93,0.3401314680600034,0.6402266288951841
94,0.3047362211360189,0.6017699115044248
95,0.3118152705208157,0.6513157894736842
96,0.3118152705208157,0.6513157894736842
97,0.3303556379571886,0.6389684813753582
98,0.3301870891623125,0.6573033707865169
99,0.3263104668801618,0.6472303206997084
100,0.3236136861621439,0.6310975609756098
101,0.3052418675206472,0.6156351791530945
102,0.3027136355975054,0.6133720930232558
103,0.3350750042137199,0.6803519061583577
104,0.3232765885723917,0.59
105,0.3401314680600034,0.6402266288951841
106,0.3209169054441261,0.6424731182795699
107,0.3040620259565144,0.6031746031746031
108,0.302039440418001,0.6064139941690962
109,0.3328838698803303,0.6628895184135978
110,0.3133322096747008,0.640117994100295
111,0.3278274060340468,0.6565349544072948
112,0.3389516264958706,0.6545454545454545
113,0.3202427102646216,0.6504854368932039
114,0.3172088319568515,0.6341463414634146
115,0.3119838193156919,0.6366279069767442
116,0.3185572223158604,0.6601307189542484
117,0.3234451373672678,0.636085626911315
118,0.3226023933928872,0.6676923076923077
119,0.3160289903927187,0.6329113924050633
120,0.3397943704702511,0.6869300911854104
121,0.3143435024439575,0.661849710982659
122,0.3229394909826394,0.6276923076923077
123,0.3210854542390022,0.6368715083798883
124,0.3129951120849485,0.6392045454545454
125,0.3254677229057812,0.6236559139784946
126,0.3101297825720546,0.6130030959752322
127,0.3276588572391707,0.6352583586626139
128,0.3397943704702511,0.6869300911854104
129,0.3328838698803303,0.6628895184135978
130,0.3022079892128771,0.617737003058104
131,0.3333895162649587,0.6619718309859155
132,0.3076015506489128,0.6457142857142857
133,0.3291757963930558,0.673352435530086
134,0.3258048204955334,0.6380368098159509
135,0.3185572223158604,0.6441176470588236
136,0.3096241361874262,0.6526946107784432
137,0.3158604415978426,0.6379310344827587
138,0.3178830271363559,0.6501547987616099
139,0.2899039271869206,0.5905292479108635
140,0.3135007584695769,0.6164383561643836
141,0.3187257711107366,0.622093023255814
142,0.312152368110568,0.5873493975903614
143,0.3158604415978426,0.6379310344827587
144,0.3087813922130457,0.6391437308868502
145,0.3170402831619754,0.622356495468278
146,0.3691218607786954,0.7151162790697675
147,0.3177144783414798,0.625
148,0.3258048204955334,0.6380368098159509
149,0.3104668801618068,0.6407766990291263
150,0.3070959042642845,0.606508875739645
151,0.3072644530591606,0.6393939393939394
152,0.3217596494185066,0.6445783132530121
153,0.3244564301365245,0.6597633136094675
154,0.3276588572391707,0.6618075801749271
155,0.3143435024439575,0.6574074074074074
156,0.3207483566492499,0.6596385542168675
157,0.3259733692904096,0.6498599439775911
158,0.3140064048542053,0.6029411764705882
159,0.3226023933928872,0.6676923076923077
160,0.3244564301365245,0.6737160120845922
161,0.3340637114444632,0.6586826347305389
162,0.3118152705208157,0.6513157894736842
163,0.3340637114444632,0.6745562130177515
164,0.3288386988033036,0.6460176991150443
165,0.3129951120849485,0.6392045454545454
166,0.3276588572391707,0.6618075801749271
